acc_scores,f1_scores,fold_number,dataset_name,classes,dataset_len,percent_labeled_samples,exec_time_secs_9_runs
0.6973273942093541,0.7238740264138164,0,SST2_Train,2,67349,0.1,339.6610326766968
0.6974016332590943,0.7223054912113366,1,SST2_Train,2,67349,0.1,339.6610326766968
0.6990348923533779,0.7247793618465715,2,SST2_Train,2,67349,0.1,339.6610326766968
0.697253155159614,0.7275157022584526,3,SST2_Train,2,67349,0.1,339.6610326766968
0.7070309599821814,0.7353454057679409,4,SST2_Train,2,67349,0.1,339.6610326766968
0.7696362286562732,0.7894701133048374,0,SST2_Train,2,67349,0.2,339.6610326766968
0.7632516703786192,0.7841332160021661,1,SST2_Train,2,67349,0.2,339.6610326766968
0.7621380846325168,0.784503631961259,2,SST2_Train,2,67349,0.2,339.6610326766968
0.7680029695619897,0.7900288920244576,3,SST2_Train,2,67349,0.2,339.6610326766968
0.7708812829460242,0.7919644060941081,4,SST2_Train,2,67349,0.2,339.6610326766968
0.8098737936154418,0.824360469103628,0,SST2_Train,2,67349,0.3,339.6610326766968
0.8026726057906459,0.8196988196988196,1,SST2_Train,2,67349,0.3,339.6610326766968
0.8062360801781737,0.8228346456692913,2,SST2_Train,2,67349,0.3,339.6610326766968
0.8063103192279139,0.8231546126211619,3,SST2_Train,2,67349,0.3,339.6610326766968
0.8059989605761378,0.8232429141581546,4,SST2_Train,2,67349,0.3,339.6610326766968
0.8303637713437269,0.8448217317487268,0,SST2_Train,2,67349,0.4,339.6610326766968
0.8219747587230883,0.8377317634321287,1,SST2_Train,2,67349,0.4,339.6610326766968
0.8260579064587973,0.841635687732342,2,SST2_Train,2,67349,0.4,339.6610326766968
0.8264291017074982,0.842346594740391,3,SST2_Train,2,67349,0.4,339.6610326766968
0.8288662855445839,0.843929853070621,4,SST2_Train,2,67349,0.4,339.6610326766968
0.8481069042316258,0.8603031544448996,0,SST2_Train,2,67349,0.5,339.6610326766968
0.8403860430586488,0.8545134659629179,1,SST2_Train,2,67349,0.5,339.6610326766968
0.8441722345953971,0.8577431379193493,2,SST2_Train,2,67349,0.5,339.6610326766968
0.8403860430586488,0.8541779706999457,3,SST2_Train,2,67349,0.5,339.6610326766968
0.8452743336550598,0.8585776330076004,4,SST2_Train,2,67349,0.5,339.6610326766968
0.8541202672605791,0.8658061872567097,0,SST2_Train,2,67349,0.6,339.6610326766968
0.851373422420193,0.8642895878524945,1,SST2_Train,2,67349,0.6,339.6610326766968
0.8508537490720118,0.8635653650254669,2,SST2_Train,2,67349,0.6,339.6610326766968
0.8547884187082405,0.8673718470301058,3,SST2_Train,2,67349,0.6,339.6610326766968
0.8547776375380504,0.8672638436482085,4,SST2_Train,2,67349,0.6,339.6610326766968
0.8630289532293987,0.8744470908472269,0,SST2_Train,2,67349,0.7,339.6610326766968
0.8591685226429102,0.871659562952439,1,SST2_Train,2,67349,0.7,339.6610326766968
0.8602078693392724,0.8716690520002726,2,SST2_Train,2,67349,0.7,339.6610326766968
0.8600593912397921,0.8717948717948718,3,SST2_Train,2,67349,0.7,339.6610326766968
0.863093028435667,0.8747622928552024,4,SST2_Train,2,67349,0.7,339.6610326766968
0.8697847067557535,0.880745172695132,0,SST2_Train,2,67349,0.8,339.6610326766968
0.8644394951744617,0.8762033898305085,1,SST2_Train,2,67349,0.8,339.6610326766968
0.8661469933184855,0.8778538039428224,2,SST2_Train,2,67349,0.8,339.6610326766968
0.8682999257609503,0.8797777175386283,3,SST2_Train,2,67349,0.8,339.6610326766968
0.8673249684460613,0.8787076630693001,4,SST2_Train,2,67349,0.8,339.6610326766968
0.8741648106904232,0.8847957588527152,0,SST2_Train,2,67349,0.9,339.6610326766968
0.8696362286562732,0.8811264554562686,1,SST2_Train,2,67349,0.9,339.6610326766968
0.870898292501856,0.882237421277172,2,SST2_Train,2,67349,0.9,339.6610326766968
0.8730512249443207,0.8844438437626707,3,SST2_Train,2,67349,0.9,339.6610326766968
0.8728933105650011,0.8837272480304265,4,SST2_Train,2,67349,0.9,339.6610326766968
0.8780252412769116,0.8881628207746238,0,SST2_Train,2,67349,1.0,339.6610326766968
0.8748329621380846,0.8857878336268799,1,SST2_Train,2,67349,1.0,339.6610326766968
0.8760950259836674,0.8869777205932146,2,SST2_Train,2,67349,1.0,339.6610326766968
0.877728285077951,0.8887237348827782,3,SST2_Train,2,67349,1.0,339.6610326766968
0.8769025168906378,0.8874558783600326,4,SST2_Train,2,67349,1.0,339.6610326766968
